Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-05-22 10:18:00-04:00,309.17,309.27,308.96,309.13,88166,0.0,0.0
2026-05-22 10:19:00-04:00,309.13,309.26,309.05,309.1,1096864,0.0,0.0
2026-05-22 10:20:00-04:00,309.11,309.13,308.86,308.9,98947,0.0,0.0
2026-05-22 10:21:00-04:00,308.89,308.9,308.55,308.57,144019,0.0,0.0
2026-05-22 10:22:00-04:00,308.58,308.62,308.43,308.49,79727,0.0,0.0
2026-05-22 10:23:00-04:00,308.48,308.49,308.28,308.3,124358,0.0,0.0
2026-05-22 10:24:00-04:00,308.3,308.63,308.27,308.62,82967,0.0,0.0
2026-05-22 10:25:00-04:00,308.61,308.83,308.57,308.77,72023,0.0,0.0
2026-05-22 10:26:00-04:00,308.78,309.01,308.77,308.79,93885,0.0,0.0
2026-05-22 10:27:00-04:00,308.78,308.93,308.69,308.88,117034,0.0,0.0
2026-05-22 10:28:00-04:00,308.88,308.98,308.29,308.4,129134,0.0,0.0
2026-05-22 10:29:00-04:00,308.42,308.64,308.39,308.64,128942,0.0,0.0
2026-05-22 10:30:00-04:00,308.64,308.79,308.62,308.76,84364,0.0,0.0
2026-05-22 10:31:00-04:00,308.77,309.04,308.67,309.0,104810,0.0,0.0
2026-05-22 10:32:00-04:00,309.01,309.08,308.86,308.95,138914,0.0,0.0
2026-05-22 10:33:00-04:00,308.96,309.28,308.93,309.24,103885,0.0,0.0
2026-05-22 10:34:00-04:00,309.24,309.33,309.2,309.3,75753,0.0,0.0
